,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,full_address
0,16,1970,1,1,0,0,0,0,142,0,1,138,1,2,0,0,0,0,0,0,0,1 BEACH RD Singapore
1,14,1975,1,0,0,1,0,0,206,0,0,204,0,2,0,0,0,0,0,0,0,1 BEDOK STH AVE 1 Singapore
2,2,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 CANTONMENT RD Singapore
3,15,1982,1,0,0,0,0,0,102,0,0,0,10,92,0,0,0,0,0,0,0,1 CHAI CHEE RD Singapore
4,4,1975,1,1,0,0,0,0,55,0,0,54,0,1,0,0,0,0,0,0,0,1 CHANGI VILLAGE RD Singapore
5,25,1982,1,0,0,0,0,0,96,0,0,0,0,96,0,0,0,0,0,0,0,1 DELTA AVE Singapore
6,12,1975,1,0,0,1,0,0,125,0,0,118,0,7,0,0,0,0,0,0,0,1 DOVER RD Singapore
7,14,1977,1,0,0,1,0,0,247,0,0,0,0,0,0,0,0,0,247,0,0,1 EUNOS CRES Singapore
8,12,1980,1,1,0,0,0,0,95,0,0,62,0,33,0,0,0,0,0,0,0,1 EVERTON PK Singapore
9,2,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 GEYLANG SERAI Singapore
10,15,1975,1,0,0,1,0,0,220,0,0,216,0,4,0,0,0,0,0,0,0,1 GHIM MOH RD Singapore
11,15,1976,1,0,0,1,0,0,219,0,0,214,0,5,0,0,0,0,0,0,0,1 HAIG RD Singapore
12,13,1973,1,0,0,1,0,0,319,0,0,0,0,0,0,0,0,319,0,0,0,1 HOLLAND CL Singapore
13,14,1974,1,0,0,1,0,0,204,0,0,200,0,4,0,0,0,0,0,0,0,1 HOUGANG AVE 3 Singapore
14,14,1974,1,1,0,0,0,0,244,0,0,244,0,0,0,0,0,0,0,0,0,1 JLN BT MERAH Singapore
15,17,1969,1,0,1,1,0,0,84,0,0,0,0,0,0,0,0,0,56,14,14,1 JLN KUKOH Singapore
16,5,1984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 JOO CHIAT RD Singapore
17,10,1963,1,0,0,0,0,0,107,0,0,106,1,0,0,0,0,0,0,0,0,1 KG KAYU RD Singapore
18,14,1977,1,0,0,1,0,0,179,0,0,176,0,3,0,0,0,0,0,0,0,1 LOR LEW LIAN Singapore
19,11,1968,1,0,0,0,0,0,197,0,0,196,0,1,0,0,0,0,0,0,0,1 LOR 7 TOA PAYOH Singapore
20,25,1974,1,1,0,0,0,0,96,0,0,0,0,96,0,0,0,0,0,0,0,1 MARINE TER Singapore
21,11,1973,1,0,0,1,0,0,159,0,0,158,0,1,0,0,0,0,0,0,0,1 MARSILING DR Singapore
22,14,1970,1,1,0,1,0,0,176,0,0,0,0,0,0,0,0,0,176,0,0,1 MAUDE RD Singapore
23,19,1998,1,0,0,0,0,0,156,0,0,0,100,56,0,0,0,0,0,0,0,1 PINE CL Singapore
24,23,1974,1,0,0,0,0,0,88,0,0,0,0,88,0,0,0,0,0,0,0,1 QUEEN'S RD Singapore
25,7,1955,1,0,0,0,0,0,41,0,0,40,1,0,0,0,0,0,0,0,0,1 REDHILL CL Singapore
26,12,1975,1,0,0,1,0,0,154,0,0,0,154,0,0,0,0,0,0,0,0,1 ST. GEORGE'S RD Singapore
27,7,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 TAMPINES WALK Singapore
28,13,1983,1,0,0,0,0,0,118,0,0,68,48,0,2,0,0,0,0,0,0,1 TECK WHYE AVE Singapore
29,16,1973,1,1,0,0,0,0,148,0,0,146,0,2,0,0,0,0,0,0,0,1 TELOK BLANGAH CRES Singapore
30,24,1976,1,1,0,1,0,0,163,0,0,158,0,5,0,0,0,0,0,0,0,1 TG PAGAR PLAZA Singapore
31,4,1977,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,1 THOMSON RD Singapore
32,13,1987,1,0,0,1,0,0,132,0,0,0,72,60,0,0,0,0,0,0,0,1 TOH YI DR Singapore
33,1,2003,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 UPP ALJUNIED LANE Singapore
34,2,1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 WOODLANDS IND PK E3 Singapore
35,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1A C'WEALTH DR Singapore
36,50,2009,1,0,0,1,0,0,264,0,0,0,176,88,0,0,0,0,0,0,0,1A CANTONMENT RD Singapore
37,2,1981,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1A EUNOS CRES Singapore
38,1,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1A EVERTON PK Singapore
39,1,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1A TELOK BLANGAH CRES Singapore
40,5,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1A TELOK PAKU RD Singapore
41,1,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1A THOMSON RD Singapore
42,4,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1A TOH YI DR Singapore
43,50,2009,1,0,0,0,0,0,264,0,0,0,176,88,0,0,0,0,0,0,0,1B CANTONMENT RD Singapore
44,50,2009,1,0,0,0,0,0,264,0,0,0,176,88,0,0,0,0,0,0,0,1C CANTONMENT RD Singapore
45,50,2009,1,0,0,1,0,0,264,0,0,0,176,88,0,0,0,0,0,0,0,1D CANTONMENT RD Singapore
46,50,2009,1,0,0,1,0,0,264,0,0,0,176,88,0,0,0,0,0,0,0,1E CANTONMENT RD Singapore
47,50,2009,1,0,0,1,0,0,264,0,0,0,176,88,0,0,0,0,0,0,0,1F CANTONMENT RD Singapore
48,50,2009,1,0,0,1,0,0,264,0,0,0,176,88,0,0,0,0,0,0,0,1G CANTONMENT RD Singapore
49,7,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 BENDEMEER RD Singapore
50,5,2000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 CANTONMENT CL Singapore
51,15,1999,1,1,0,0,0,0,84,0,0,0,56,28,0,0,0,0,0,0,0,10 CHAI CHEE RD Singapore
52,7,1958,1,0,0,1,0,0,53,0,0,0,0,0,0,0,0,0,0,53,0,10 DAKOTA CRES Singapore
53,16,1977,1,0,0,1,0,0,180,0,0,0,180,0,0,0,0,0,0,0,0,10 EUNOS CRES Singapore
54,14,1976,1,0,0,1,0,0,207,0,0,180,26,1,0,0,0,0,0,0,0,10 GLOUCESTER RD Singapore
55,13,1976,1,1,0,0,0,0,133,0,0,133,0,0,0,0,0,0,0,0,0,10 HAIG RD Singapore
56,14,1973,1,0,0,0,0,0,101,0,0,0,101,0,0,0,0,0,0,0,0,10 HOLLAND AVE Singapore
57,4,1986,1,0,0,0,0,0,28,0,0,20,8,0,0,0,0,0,0,0,0,10 JLN RUMAH TINGGI Singapore
58,12,1966,1,0,0,1,0,0,132,0,0,0,8,97,27,0,0,0,0,0,0,10 JLN BATU Singapore
59,12,1970,1,1,0,1,0,0,92,0,72,16,4,0,0,0,0,0,0,0,0,10 JLN KUKOH Singapore
60,10,1962,1,0,0,0,0,0,120,0,50,0,0,0,0,0,0,0,70,0,0,10 JLN BT HO SWEE Singapore
61,20,1982,1,0,0,0,0,0,76,0,0,0,0,76,0,0,0,0,0,0,0,10 JOO SENG RD Singapore
62,25,1997,1,0,0,0,0,0,96,0,0,0,68,28,0,0,0,0,0,0,0,10 LOR 7 TOA PAYOH Singapore
63,22,1975,1,1,0,0,0,0,84,0,0,0,0,84,0,0,0,0,0,0,0,10 MARSILING DR Singapore
64,16,1973,1,1,0,0,0,0,224,0,0,0,0,0,0,0,0,224,0,0,0,10 NTH BRIDGE RD Singapore
65,13,1981,1,0,0,0,0,0,120,0,0,72,48,0,0,0,0,0,0,0,0,10 PINE CL Singapore
66,7,1955,1,0,0,0,0,0,42,0,0,42,0,0,0,0,0,0,0,0,0,10 REDHILL CL Singapore
67,10,1963,1,1,0,0,0,0,48,0,0,48,0,0,0,0,0,0,0,0,0,10 SELEGIE RD Singapore
68,4,1984,1,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,10 ST. GEORGE'S RD Singapore
69,12,1977,1,0,0,1,0,0,153,0,0,130,22,0,1,0,0,0,0,0,0,10 TECK WHYE AVE Singapore
70,10,1974,1,1,0,0,0,0,66,0,0,65,0,1,0,0,0,0,0,0,0,10 TELOK BLANGAH CRES Singapore
71,7,1988,1,0,0,0,0,0,36,0,0,0,0,0,36,0,0,0,0,0,0,10 TOH YI DR Singapore
72,4,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 WOODLANDS AVE 8 Singapore
73,5,1992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10A BEDOK STH AVE 2 Singapore
74,40,2016,1,0,0,0,0,0,220,0,0,71,149,0,0,0,0,0,0,0,0,10A BENDEMEER RD Singapore
75,40,2014,1,0,0,1,0,0,228,0,0,76,152,0,0,0,0,0,0,0,0,10A BOON TIONG RD Singapore
76,1,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10A CHAI CHEE RD Singapore
77,6,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10A HOLLAND DR Singapore
78,1,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10A JLN KUKOH Singapore
79,5,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10A LOR 7 TOA PAYOH Singapore
80,20,1994,1,0,0,0,0,0,56,0,0,0,0,0,56,0,0,0,0,0,0,10B BEDOK STH AVE 2 Singapore
81,40,2016,1,0,0,0,0,0,184,0,0,70,114,0,0,0,0,0,0,0,0,10B BENDEMEER RD Singapore
82,30,2014,1,0,0,1,0,0,160,0,11,28,84,0,0,0,37,0,0,0,0,10B BOON TIONG RD Singapore
83,25,1997,1,0,0,0,0,0,96,0,0,0,68,28,0,0,0,0,0,0,0,10B LOR 7 TOA PAYOH Singapore
84,2,1994,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,10C BEDOK STH AVE 2 Singapore
85,40,2016,1,0,0,0,0,0,220,0,0,71,149,0,0,0,0,0,0,0,0,10C BENDEMEER RD Singapore
86,1,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10C LOR 7 TOA PAYOH Singapore
87,23,1994,1,0,0,0,0,0,84,0,0,0,0,0,84,0,0,0,0,0,0,10D BEDOK STH AVE 2 Singapore
88,21,1992,1,0,0,0,0,0,81,0,0,0,0,0,81,0,0,0,0,0,0,10E BEDOK STH AVE 2 Singapore
89,24,1992,1,0,0,0,0,0,67,0,0,0,0,0,67,0,0,0,0,0,0,10F BEDOK STH AVE 2 Singapore
90,12,1977,1,0,0,1,0,0,198,0,0,0,0,0,0,0,0,198,0,0,0,100 ALJUNIED CRES Singapore
91,14,1978,1,0,0,0,0,0,206,0,0,178,26,1,1,0,0,0,0,0,0,100 BEDOK NTH AVE 4 Singapore
92,10,1964,1,0,0,0,0,0,75,0,9,61,5,0,0,0,0,0,0,0,0,100 C'WEALTH CRES Singapore
93,16,1968,1,0,0,0,0,0,192,0,0,192,0,0,0,0,0,0,0,0,0,100 LOR 1 TOA PAYOH Singapore
94,25,1973,1,0,0,0,0,0,96,0,0,0,96,0,0,0,0,0,0,0,0,100 WHAMPOA DR Singapore
95,25,1981,1,0,0,0,0,0,96,0,0,0,0,96,0,0,0,0,0,0,0,101 AH HOOD RD Singapore
96,12,1977,1,1,0,0,0,0,152,0,0,128,22,1,1,0,0,0,0,0,0,101 ALJUNIED CRES Singapore
97,12,1977,1,0,0,0,0,0,88,0,0,0,12,76,0,0,0,0,0,0,0,101 ANG MO KIO AVE 3 Singapore
98,12,1985,1,0,0,0,0,0,110,0,0,0,16,94,0,0,0,0,0,0,0,101 BEDOK RESERVOIR RD Singapore
99,13,1977,1,0,0,1,0,0,168,0,35,0,0,0,0,0,0,0,133,0,0,101 BEDOK NTH AVE 4 Singapore
100,25,1986,1,0,0,0,0,0,92,0,0,0,0,84,8,0,0,0,0,0,0,101 BISHAN ST 12 Singapore
101,11,1982,1,0,0,0,0,0,140,0,0,90,50,0,0,0,0,0,0,0,0,101 BT PURMEI RD Singapore
102,13,1984,1,0,0,0,0,0,96,0,0,2,46,48,0,0,0,0,0,0,0,101 BT BATOK WEST AVE 6 Singapore
103,10,1964,1,0,0,0,0,0,76,0,10,62,4,0,0,0,0,0,0,0,0,101 C'WEALTH CRES Singapore
104,15,1984,1,0,0,0,0,0,112,0,0,0,18,94,0,0,0,0,0,0,0,101 CLEMENTI ST 14 Singapore
105,13,1986,1,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,101 GANGSA RD Singapore
106,12,1967,1,0,0,0,0,0,96,0,0,0,96,0,0,0,0,0,0,0,0,101 HENDERSON CRES Singapore
107,9,1983,1,0,0,1,0,0,108,0,0,0,108,0,0,0,0,0,0,0,0,101 HOUGANG AVE 1 Singapore
108,17,1980,1,0,0,1,0,0,128,0,0,0,128,0,0,0,0,0,0,0,0,101 JLN RAJAH Singapore
109,16,1982,1,0,0,1,0,0,238,0,0,196,40,2,0,0,0,0,0,0,0,101 JURONG EAST ST 13 Singapore
110,4,1988,1,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,101 LENGKONG TIGA Singapore
111,13,1988,1,0,0,0,0,0,96,0,0,0,0,0,96,0,0,0,0,0,0,101 PASIR RIS ST 12 Singapore
112,16,1984,1,0,0,0,0,0,120,0,0,120,0,0,0,0,0,0,0,0,0,101 POTONG PASIR AVE 1 Singapore
113,4,2001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101 PUNGGOL FIELD Singapore
114,17,1998,1,0,0,1,0,0,131,0,0,0,56,75,0,0,0,0,0,0,0,101 RIVERVALE WALK Singapore
115,13,1984,1,0,0,0,0,0,144,0,0,0,144,0,0,0,0,0,0,0,0,101 SERANGOON NTH AVE 1 Singapore
116,11,1988,1,0,0,1,0,0,140,0,0,0,88,52,0,0,0,0,0,0,0,101 SIMEI ST 1 Singapore
117,20,1973,1,0,0,0,0,0,76,0,0,0,76,0,0,0,0,0,0,0,0,101 SPOTTISWOODE PK RD Singapore
118,11,1981,1,0,0,1,0,0,120,0,0,80,40,0,0,0,0,0,0,0,0,101 TAMPINES ST 11 Singapore
119,13,1988,1,0,0,0,0,0,66,0,0,0,0,0,66,0,0,0,0,0,0,101 TECK WHYE LANE Singapore
120,4,1982,1,1,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,0,0,101 TOWNER RD Singapore
121,25,1973,1,1,0,0,0,0,96,0,0,0,96,0,0,0,0,0,0,0,0,101 WHAMPOA DR Singapore
122,10,1984,1,0,0,1,0,0,146,0,0,89,55,2,0,0,0,0,0,0,0,101 WOODLANDS ST 13 Singapore
123,4,1977,1,1,0,0,0,0,107,0,0,94,12,1,0,0,0,0,0,0,0,101 YISHUN AVE 5 Singapore
124,17,1992,1,0,0,0,0,0,64,0,0,0,0,0,64,0,0,0,0,0,0,101A LOR 2 TOA PAYOH Singapore
125,16,2001,1,0,0,0,0,0,82,0,0,0,26,56,0,0,0,0,0,0,0,101A PUNGGOL FIELD Singapore
126,1,1984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101A YISHUN AVE 5 Singapore
127,13,1992,1,0,0,0,0,0,48,0,0,0,0,0,48,0,0,0,0,0,0,101B LOR 2 TOA PAYOH Singapore
128,17,2001,1,0,0,1,0,0,92,0,0,0,0,92,0,0,0,0,0,0,0,101B PUNGGOL FIELD Singapore
129,1,1984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101B YISHUN AVE 5 Singapore
130,4,1992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101C LOR 2 TOA PAYOH Singapore
131,17,2001,1,1,0,1,0,0,86,0,0,0,0,86,0,0,0,0,0,0,0,101C PUNGGOL FIELD Singapore
132,1,1984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101C YISHUN AVE 5 Singapore
133,17,2001,1,0,0,0,0,0,85,0,0,0,28,57,0,0,0,0,0,0,0,101D PUNGGOL FIELD Singapore
134,12,1977,1,0,0,1,0,0,150,0,0,124,22,3,1,0,0,0,0,0,0,102 ALJUNIED CRES Singapore
135,12,1977,1,0,0,1,0,0,88,0,0,0,66,22,0,0,0,0,0,0,0,102 ANG MO KIO AVE 3 Singapore
136,14,1976,1,0,0,0,0,0,150,0,0,118,26,2,4,0,0,0,0,0,0,102 BEDOK NTH AVE 4 Singapore
137,4,1985,1,0,0,0,0,0,24,0,0,16,8,0,0,0,0,0,0,0,0,102 BEDOK RESERVOIR RD Singapore
138,25,1986,1,0,0,0,0,0,92,0,0,0,0,84,8,0,0,0,0,0,0,102 BISHAN ST 12 Singapore
139,10,1983,1,0,0,1,0,0,147,0,0,93,54,0,0,0,0,0,0,0,0,102 BT PURMEI RD Singapore
140,13,1984,1,0,0,0,0,0,96,0,0,2,46,48,0,0,0,0,0,0,0,102 BT BATOK WEST AVE 6 Singapore
141,10,1964,1,0,0,0,0,0,95,0,10,80,5,0,0,0,0,0,0,0,0,102 C'WEALTH CRES Singapore
142,4,1984,1,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,102 CLEMENTI ST 14 Singapore
143,1,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102 DEPOT RD Singapore
144,10,1986,1,0,0,0,0,0,90,0,0,54,36,0,0,0,0,0,0,0,0,102 GANGSA RD Singapore
145,14,1967,1,0,0,0,0,0,140,0,0,0,140,0,0,0,0,0,0,0,0,102 HENDERSON CRES Singapore
146,13,1983,1,1,0,0,0,0,90,0,0,19,71,0,0,0,0,0,0,0,0,102 HOUGANG AVE 1 Singapore
147,25,1981,1,0,0,0,0,0,96,0,0,0,0,96,0,0,0,0,0,0,0,102 JLN DUSUN Singapore
148,12,1980,1,1,0,0,0,0,198,0,0,0,198,0,0,0,0,0,0,0,0,102 JLN RAJAH Singapore
149,12,1981,1,0,0,0,0,0,196,0,0,172,22,2,0,0,0,0,0,0,0,102 JURONG EAST ST 13 Singapore
150,14,1988,1,0,0,0,0,0,73,0,0,0,22,51,0,0,0,0,0,0,0,102 LENGKONG TIGA Singapore
151,13,1988,1,0,0,0,0,0,96,0,0,0,54,42,0,0,0,0,0,0,0,102 PASIR RIS ST 12 Singapore
152,16,1983,1,1,0,1,0,0,167,0,0,144,20,0,3,0,0,0,0,0,0,102 POTONG PASIR AVE 1 Singapore
153,1,2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102 PUNGGOL FIELD Singapore
154,17,1998,1,0,0,1,0,0,129,0,0,0,0,0,129,0,0,0,0,0,0,102 RIVERVALE WALK Singapore
155,4,1984,1,0,0,0,0,0,24,0,0,16,8,0,0,0,0,0,0,0,0,102 SERANGOON NTH AVE 1 Singapore
156,11,1988,1,0,0,1,0,0,100,0,0,0,64,36,0,0,0,0,0,0,0,102 SIMEI ST 1 Singapore
157,20,1973,1,1,0,0,0,0,76,0,0,0,76,0,0,0,0,0,0,0,0,102 SPOTTISWOODE PK RD Singapore
158,11,1982,1,0,0,0,0,0,140,0,0,90,50,0,0,0,0,0,0,0,0,102 TAMPINES ST 11 Singapore
159,9,1988,1,0,0,0,0,0,64,0,0,0,36,28,0,0,0,0,0,0,0,102 TECK WHYE LANE Singapore
160,4,1983,1,1,0,0,0,0,36,0,0,36,0,0,0,0,0,0,0,0,0,102 TOWNER RD Singapore
161,12,1984,1,0,0,1,0,0,110,0,0,65,45,0,0,0,0,0,0,0,0,102 WOODLANDS ST 13 Singapore
162,4,1984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102 YISHUN AVE 5 Singapore
163,21,2016,1,0,0,1,0,0,114,0,38,0,0,0,0,0,76,0,0,0,0,102A DEPOT RD Singapore
164,17,2001,1,0,0,0,0,0,85,0,0,0,28,57,0,0,0,0,0,0,0,102A PUNGGOL FIELD Singapore
165,5,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102A RIVERVALE WALK Singapore
166,17,2001,1,0,0,0,0,0,86,0,0,0,0,86,0,0,0,0,0,0,0,102B PUNGGOL FIELD Singapore
167,17,2000,1,0,0,0,0,0,92,0,0,0,0,92,0,0,0,0,0,0,0,102C PUNGGOL FIELD Singapore
168,16,2001,1,0,0,0,0,0,82,0,0,0,26,56,0,0,0,0,0,0,0,102D PUNGGOL FIELD Singapore
169,25,1981,1,0,0,0,0,0,96,0,0,0,0,96,0,0,0,0,0,0,0,103 AH HOOD RD Singapore
170,12,1977,1,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,154,0,0,103 ALJUNIED CRES Singapore
171,12,1977,1,0,0,1,0,0,131,0,0,97,33,1,0,0,0,0,0,0,0,103 ANG MO KIO AVE 3 Singapore
172,14,1976,1,0,0,1,0,0,154,0,0,126,26,0,2,0,0,0,0,0,0,103 BEDOK NTH AVE 4 Singapore
173,12,1985,1,1,0,0,0,0,154,0,0,88,66,0,0,0,0,0,0,0,0,103 BEDOK RESERVOIR RD Singapore
174,25,1986,1,0,0,0,0,0,92,0,0,0,0,84,8,0,0,0,0,0,0,103 BISHAN ST 12 Singapore
175,11,1982,1,1,0,0,0,0,119,0,0,68,50,1,0,0,0,0,0,0,0,103 BT PURMEI RD Singapore
176,13,1984,1,0,0,1,0,0,96,0,0,4,44,48,0,0,0,0,0,0,0,103 BT BATOK CTRL Singapore
177,10,1964,1,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,99,0,0,103 C'WEALTH CRES Singapore
178,14,1984,1,0,0,0,0,0,104,0,0,0,18,86,0,0,0,0,0,0,0,103 CLEMENTI ST 14 Singapore
179,1,2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103 EDGEFIELD PLAINS Singapore
180,4,1986,1,1,0,0,0,0,26,0,0,19,7,0,0,0,0,0,0,0,0,103 GANGSA RD Singapore
181,14,1967,1,0,0,0,0,0,140,0,0,0,140,0,0,0,0,0,0,0,0,103 HENDERSON CRES Singapore
182,13,1983,1,0,0,0,0,0,81,0,0,0,30,51,0,0,0,0,0,0,0,103 HOUGANG AVE 1 Singapore
183,25,1983,1,0,0,0,0,0,144,0,0,0,48,96,0,0,0,0,0,0,0,103 JLN RAJAH Singapore
184,25,1982,1,0,0,0,0,0,96,0,0,0,0,96,0,0,0,0,0,0,0,103 JURONG EAST ST 13 Singapore
185,14,1988,1,0,0,0,0,0,73,0,0,0,22,51,0,0,0,0,0,0,0,103 LENGKONG TIGA Singapore
186,10,1967,1,0,0,1,0,0,158,0,0,0,0,0,0,0,0,0,158,0,0,103 LOR 1 TOA PAYOH Singapore
187,13,1988,1,0,0,0,0,0,96,0,0,0,54,42,0,0,0,0,0,0,0,103 PASIR RIS ST 12 Singapore
188,4,1983,1,0,0,0,0,0,63,0,0,62,0,0,1,0,0,0,0,0,0,103 POTONG PASIR AVE 1 Singapore
189,17,1998,1,1,0,1,0,0,123,0,0,0,0,0,123,0,0,0,0,0,0,103 RIVERVALE WALK Singapore
190,13,1984,1,0,0,1,0,0,144,0,0,0,144,0,0,0,0,0,0,0,0,103 SERANGOON NTH AVE 1 Singapore
191,25,1976,1,0,0,0,0,0,94,0,0,0,0,92,2,0,0,0,0,0,0,103 SPOTTISWOODE PK RD Singapore
192,10,1982,1,0,0,0,0,0,126,0,0,72,54,0,0,0,0,0,0,0,0,103 TAMPINES ST 11 Singapore
193,9,1988,1,1,0,0,0,0,80,0,0,0,52,28,0,0,0,0,0,0,0,103 TECK WHYE LANE Singapore
194,11,1982,1,0,0,1,0,0,80,0,0,0,40,40,0,0,0,0,0,0,0,103 TOWNER RD Singapore
195,4,1984,1,0,0,0,0,0,32,0,0,24,8,0,0,0,0,0,0,0,0,103 WOODLANDS ST 13 Singapore
196,4,1984,1,1,0,0,0,0,64,0,0,60,4,0,0,0,0,0,0,0,0,103 YISHUN RING RD Singapore
197,25,1999,1,0,0,0,0,0,96,0,0,0,96,0,0,0,0,0,0,0,0,103A DEPOT RD Singapore
198,17,2000,1,0,0,0,0,0,96,0,0,0,0,96,0,0,0,0,0,0,0,103A EDGEFIELD PLAINS Singapore
199,5,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103A RIVERVALE WALK Singapore
200,20,1999,1,0,0,0,0,0,76,0,0,0,38,38,0,0,0,0,0,0,0,103B DEPOT RD Singapore
201,16,2000,1,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,0,0,0,103B EDGEFIELD PLAINS Singapore
202,16,2001,1,0,0,0,0,0,90,0,0,0,0,90,0,0,0,0,0,0,0,103C EDGEFIELD PLAINS Singapore
203,12,1977,1,0,0,1,0,0,88,0,0,0,88,0,0,0,0,0,0,0,0,104 ALJUNIED CRES Singapore
204,14,1976,1,0,0,1,0,0,153,0,0,124,26,0,3,0,0,0,0,0,0,104 BEDOK NTH AVE 4 Singapore
205,15,1985,1,0,0,0,0,0,84,0,0,0,12,72,0,0,0,0,0,0,0,104 BEDOK RESERVOIR RD Singapore
206,4,1985,1,0,0,0,0,0,24,0,0,16,8,0,0,0,0,0,0,0,0,104 BISHAN ST 12 Singapore
207,8,1984,1,0,0,1,0,0,88,0,0,0,88,0,0,0,0,0,0,0,0,104 BT BATOK CTRL Singapore
208,12,1983,1,0,0,0,0,0,132,0,0,88,44,0,0,0,0,0,0,0,0,104 BT PURMEI RD Singapore
209,10,1964,1,0,0,1,0,0,99,0,0,0,0,0,0,0,0,0,99,0,0,104 C'WEALTH CRES Singapore
210,1,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104 CANBERRA ST Singapore
211,4,1984,1,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,104 CLEMENTI ST 14 Singapore
212,10,1986,1,0,0,0,0,0,90,0,0,54,36,0,0,0,0,0,0,0,0,104 GANGSA RD Singapore
213,12,1967,1,0,0,0,0,0,96,0,0,0,96,0,0,0,0,0,0,0,0,104 HENDERSON CRES Singapore
214,4,1983,1,1,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,104 HOUGANG AVE 1 Singapore
215,4,1980,1,0,0,0,0,0,24,0,0,0,24,0,0,0,0,0,0,0,0,104 JLN DUSUN Singapore
216,12,1967,1,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,216,0,0,104 JLN BT MERAH Singapore
217,25,1983,1,0,0,1,0,0,144,0,0,0,48,96,0,0,0,0,0,0,0,104 JLN RAJAH Singapore
218,4,1982,1,1,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,104 JURONG EAST ST 13 Singapore
219,9,1988,1,0,0,0,0,0,55,0,0,0,0,0,55,0,0,0,0,0,0,104 LENGKONG TIGA Singapore
220,10,1967,1,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,160,0,0,104 LOR 1 TOA PAYOH Singapore
221,11,1988,1,0,0,1,0,0,130,0,0,0,78,52,0,0,0,0,0,0,0,104 PASIR RIS ST 12 Singapore
