,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,full_address
3215,16,1998,1,0,0,0,0,0,59,0,0,0,0,59,0,0,0,0,0,0,0,226B COMPASSVALE WALK Singapore
3216,17,2016,1,0,0,0,0,0,96,0,0,0,54,42,0,0,0,0,0,0,0,226B SUMANG LANE Singapore
3217,2,1976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226C ANG MO KIO AVE 1 Singapore
3218,16,1998,1,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,226C COMPASSVALE WALK Singapore
3219,17,2017,1,0,0,0,0,0,99,0,0,0,30,69,0,0,0,0,0,0,0,226C SUMANG LANE Singapore
3220,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226D ANG MO KIO AVE 1 Singapore
3221,6,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226D COMPASSVALE WALK Singapore
3222,1,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,226D SUMANG LANE Singapore
3223,2,1976,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,226E ANG MO KIO AVE 1 Singapore
3224,2,1976,1,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,226F ANG MO KIO AVE 1 Singapore
3225,2,1976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226G ANG MO KIO AVE 1 Singapore
3226,1,2004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226H ANG MO KIO ST 22 Singapore
3227,11,1990,1,1,0,0,0,0,69,0,0,0,60,9,0,0,0,0,0,0,0,227 BISHAN ST 23 Singapore
3228,13,1984,1,1,0,0,0,0,120,0,0,72,48,0,0,0,0,0,0,0,0,227 BT BATOK CTRL Singapore
3229,11,1992,1,0,0,0,0,0,84,0,0,0,64,20,0,0,0,0,0,0,0,227 CHOA CHU KANG CTRL Singapore
3230,25,1982,1,0,0,0,0,0,96,0,0,0,0,96,0,0,0,0,0,0,0,227 JURONG EAST ST 21 Singapore
3231,16,1975,1,0,0,0,0,0,150,0,0,0,150,0,0,0,0,0,0,0,0,227 LOR 8 TOA PAYOH Singapore
3232,13,1992,1,0,0,0,0,0,97,0,0,0,25,72,0,0,0,0,0,0,0,227 PASIR RIS ST 21 Singapore
3233,12,1987,1,0,0,0,0,0,110,0,0,66,44,0,0,0,0,0,0,0,0,227 PENDING RD Singapore
3234,12,1984,1,0,0,0,0,0,134,0,0,77,57,0,0,0,0,0,0,0,0,227 SERANGOON AVE 4 Singapore
3235,11,1987,1,0,0,1,0,0,80,0,0,0,44,36,0,0,0,0,0,0,0,227 SIMEI ST 4 Singapore
3236,12,1984,1,1,0,0,0,0,136,0,0,68,68,0,0,0,0,0,0,0,0,227 TAMPINES ST 23 Singapore
3237,12,1984,1,0,0,1,0,0,96,0,0,38,44,14,0,0,0,0,0,0,0,227 YISHUN ST 21 Singapore
3238,13,1998,1,0,0,0,0,0,84,0,0,0,72,12,0,0,0,0,0,0,0,227A COMPASSVALE DR Singapore
3239,5,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227A CHOA CHU KANG CTRL Singapore
3240,3,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227A LOR 8 TOA PAYOH Singapore
3241,17,2016,1,0,0,1,0,0,95,0,0,0,60,35,0,0,0,0,0,0,0,227A SUMANG LANE Singapore
3242,16,1998,1,0,0,1,0,0,60,0,0,0,0,60,0,0,0,0,0,0,0,227B COMPASSVALE DR Singapore
3243,17,2017,1,0,0,1,0,0,95,0,0,0,60,35,0,0,0,0,0,0,0,227B SUMANG LANE Singapore
3244,13,1998,1,0,0,0,0,0,110,0,0,0,86,24,0,0,0,0,0,0,0,227C COMPASSVALE DR Singapore
3245,16,1998,1,0,0,0,0,0,60,0,0,0,0,60,0,0,0,0,0,0,0,227D COMPASSVALE DR Singapore
3246,16,1989,1,1,0,0,0,0,100,0,0,0,80,20,0,0,0,0,0,0,0,228 BISHAN ST 23 Singapore
3247,10,1984,1,0,0,1,0,0,150,0,0,93,57,0,0,0,0,0,0,0,0,228 BT BATOK CTRL Singapore
3248,12,1988,1,0,0,0,0,0,88,0,0,0,48,40,0,0,0,0,0,0,0,228 CHOA CHU KANG CTRL Singapore
3249,12,1987,1,0,0,0,0,0,111,0,0,0,65,46,0,0,0,0,0,0,0,228 JURONG EAST ST 21 Singapore
3250,16,1975,1,0,0,1,0,0,150,0,0,0,150,0,0,0,0,0,0,0,0,228 LOR 8 TOA PAYOH Singapore
3251,13,1992,1,0,0,0,0,0,97,0,0,0,25,72,0,0,0,0,0,0,0,228 PASIR RIS ST 21 Singapore
3252,13,1987,1,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,228 PENDING RD Singapore
3253,13,1983,1,1,0,1,0,0,120,0,0,0,120,0,0,0,0,0,0,0,0,228 SERANGOON AVE 4 Singapore
3254,11,1987,1,0,0,0,0,0,80,0,0,0,44,36,0,0,0,0,0,0,0,228 SIMEI ST 4 Singapore
3255,4,1984,1,0,0,0,0,0,40,0,0,24,16,0,0,0,0,0,0,0,0,228 TAMPINES ST 23 Singapore
3256,10,1984,1,0,0,1,0,0,103,0,0,57,37,9,0,0,0,0,0,0,0,228 YISHUN ST 21 Singapore
3257,16,1998,1,0,0,0,0,0,60,0,0,0,0,60,0,0,0,0,0,0,0,228A COMPASSVALE WALK Singapore
3258,1,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,228A LOR 8 TOA PAYOH Singapore
3259,13,1998,1,0,0,0,0,0,98,0,0,0,74,24,0,0,0,0,0,0,0,228B COMPASSVALE WALK Singapore
3260,16,1998,1,0,0,0,0,0,60,0,0,0,0,60,0,0,0,0,0,0,0,228C COMPASSVALE WALK Singapore
3261,6,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228D COMPASSVALE WALK Singapore
3262,12,1976,1,0,0,1,0,0,110,0,0,0,110,0,0,0,0,0,0,0,0,229 ANG MO KIO AVE 3 Singapore
3263,18,1990,1,1,0,1,0,0,118,0,0,0,108,10,0,0,0,0,0,0,0,229 BISHAN ST 23 Singapore
3264,10,1984,1,0,0,1,0,0,150,0,0,93,57,0,0,0,0,0,0,0,0,229 BT BATOK EAST AVE 3 Singapore
3265,12,1988,1,0,0,1,0,0,88,0,0,0,48,40,0,0,0,0,0,0,0,229 CHOA CHU KANG CTRL Singapore
3266,16,1997,1,0,0,1,0,0,90,0,0,0,15,75,0,0,0,0,0,0,0,229 COMPASSVALE WALK Singapore
3267,12,1981,1,1,0,0,0,0,154,0,0,132,22,0,0,0,0,0,0,0,0,229 JURONG EAST ST 21 Singapore
3268,25,1976,1,0,0,0,0,0,96,0,0,0,0,96,0,0,0,0,0,0,0,229 LOR 8 TOA PAYOH Singapore
3269,13,1992,1,1,0,1,0,0,121,0,0,0,61,60,0,0,0,0,0,0,0,229 PASIR RIS ST 21 Singapore
3270,12,1987,1,0,0,1,0,0,110,0,0,66,44,0,0,0,0,0,0,0,0,229 PENDING RD Singapore
3271,13,1983,1,0,0,0,0,0,120,0,0,0,120,0,0,0,0,0,0,0,0,229 SERANGOON AVE 4 Singapore
3272,11,1987,1,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,229 SIMEI ST 4 Singapore
3273,12,1984,1,0,0,0,0,0,110,0,0,0,16,94,0,0,0,0,0,0,0,229 TAMPINES ST 23 Singapore
3274,12,1984,1,0,0,0,0,0,88,0,0,0,12,76,0,0,0,0,0,0,0,229 YISHUN ST 21 Singapore
3275,10,1965,1,0,0,0,0,0,120,0,0,120,0,0,0,0,0,0,0,0,0,23 BALAM RD Singapore
3276,14,1976,1,0,0,1,0,0,156,0,0,130,26,0,0,0,0,0,0,0,0,23 BEDOK STH AVE 1 Singapore
3277,12,1970,1,1,0,0,0,0,125,0,0,124,0,1,0,0,0,0,0,0,0,23 BENDEMEER RD Singapore
3278,12,1972,1,0,0,0,0,0,264,0,0,0,0,0,0,0,0,264,0,0,0,23 CHAI CHEE RD Singapore
3279,12,1975,1,0,0,1,0,0,110,0,0,0,110,0,0,0,0,0,0,0,0,23 DOVER CRES Singapore
3280,16,1976,1,0,0,0,0,0,90,0,0,0,12,78,0,0,0,0,0,0,0,23 EUNOS CRES Singapore
3281,40,2011,1,0,0,1,0,0,291,0,0,0,215,76,0,0,0,0,0,0,0,23 GHIM MOH LINK Singapore
3282,21,1981,1,0,0,0,0,0,80,0,0,0,0,80,0,0,0,0,0,0,0,23 HAIG RD Singapore
3283,12,1977,1,1,0,1,0,0,196,0,0,172,22,1,1,0,0,0,0,0,0,23 HOUGANG AVE 3 Singapore
3284,30,2001,1,0,0,0,0,0,156,0,0,0,69,87,0,0,0,0,0,0,0,23 JLN MEMBINA Singapore
3285,4,1949,1,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,23 LIM LIAK ST Singapore
3286,13,1976,1,1,0,1,0,0,190,0,0,164,24,0,2,0,0,0,0,0,0,23 MARSILING DR Singapore
3287,12,1973,1,1,0,0,0,0,142,0,0,140,0,2,0,0,0,0,0,0,0,23 SIN MING RD Singapore
3288,4,1984,1,0,0,0,0,0,48,0,0,8,40,0,0,0,0,0,0,0,0,23 ST. GEORGE'S RD Singapore
3289,40,2012,1,0,0,0,0,0,242,0,92,114,36,0,0,0,0,0,0,0,0,23 TEBAN GDNS RD Singapore
3290,14,1974,1,1,0,1,0,0,130,0,0,0,130,0,0,0,0,0,0,0,0,23 TELOK BLANGAH CRES Singapore
3291,11,1969,1,0,0,0,0,0,176,0,0,176,0,0,0,0,0,0,0,0,0,23 TOA PAYOH EAST Singapore
3292,1,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23A CHAI CHEE RD Singapore
3293,1,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23A GHIM MOH LINK Singapore
3294,22,1972,1,0,0,0,0,0,126,0,0,126,0,0,0,0,0,0,0,0,0,23A QUEEN'S CL Singapore
3295,2,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23A SIN MING RD Singapore
3296,2,2001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23A TELOK BLANGAH CRES Singapore
3297,9,1972,1,1,0,1,0,0,96,0,0,0,96,0,0,0,0,0,0,0,0,23B QUEEN'S CL Singapore
3298,12,1977,1,0,0,1,0,0,152,0,0,128,22,2,0,0,0,0,0,0,0,230 ANG MO KIO AVE 3 Singapore
3299,11,1989,1,1,0,0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,230 BISHAN ST 23 Singapore
3300,10,1984,1,1,0,0,0,0,150,0,0,95,55,0,0,0,0,0,0,0,0,230 BT BATOK EAST AVE 3 Singapore
3301,11,1990,1,1,0,0,0,0,118,0,0,0,118,0,0,0,0,0,0,0,0,230 CHOA CHU KANG CTRL Singapore
3302,16,1998,1,0,0,1,0,0,150,0,0,0,120,30,0,0,0,0,0,0,0,230 COMPASSVALE WALK Singapore
3303,11,1984,1,0,0,0,0,0,85,0,0,0,40,45,0,0,0,0,0,0,0,230 HOUGANG AVE 1 Singapore
3304,25,1981,1,0,0,0,0,0,96,0,0,0,0,96,0,0,0,0,0,0,0,230 JURONG EAST ST 21 Singapore
3305,25,1976,1,0,0,0,0,0,96,0,0,0,0,96,0,0,0,0,0,0,0,230 LOR 8 TOA PAYOH Singapore
3306,13,1992,1,1,0,0,0,0,120,0,0,0,60,60,0,0,0,0,0,0,0,230 PASIR RIS ST 21 Singapore
3307,12,1986,1,0,0,0,0,0,110,0,0,66,44,0,0,0,0,0,0,0,0,230 PENDING RD Singapore
3308,12,1984,1,0,0,0,0,0,157,0,0,99,57,1,0,0,0,0,0,0,0,230 SERANGOON AVE 4 Singapore
3309,11,1987,1,0,0,0,0,0,80,0,0,0,44,36,0,0,0,0,0,0,0,230 SIMEI ST 4 Singapore
3310,12,1984,1,1,0,0,0,0,110,0,0,0,16,94,0,0,0,0,0,0,0,230 TAMPINES ST 24 Singapore
3311,4,1984,1,0,0,0,0,0,24,0,0,16,8,0,0,0,0,0,0,0,0,230 YISHUN ST 21 Singapore
3312,20,2014,1,0,0,1,0,1,180,0,8,0,0,0,0,0,172,0,0,0,0,230A BT BATOK ST 21 Singapore
3313,5,1992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230A TAMPINES ST 21 Singapore
3314,12,1993,1,0,0,1,0,0,110,0,0,0,44,66,0,0,0,0,0,0,0,230B TAMPINES ST 24 Singapore
3315,12,1992,1,0,0,0,0,0,90,0,0,0,24,66,0,0,0,0,0,0,0,230C TAMPINES ST 24 Singapore
3316,12,1993,1,0,0,0,0,0,55,0,0,0,0,0,55,0,0,0,0,0,0,230D TAMPINES ST 24 Singapore
3317,12,1992,1,0,0,0,0,0,44,0,0,0,0,0,44,0,0,0,0,0,0,230E TAMPINES ST 24 Singapore
3318,12,1992,1,0,0,0,0,0,44,0,0,0,0,0,44,0,0,0,0,0,0,230F TAMPINES ST 24 Singapore
3319,12,1992,1,0,0,0,0,0,44,0,0,0,0,0,44,0,0,0,0,0,0,230G TAMPINES ST 21 Singapore
3320,12,1993,1,0,0,0,0,0,44,0,0,0,0,0,44,0,0,0,0,0,0,230H TAMPINES ST 21 Singapore
3321,12,1993,1,0,0,0,0,0,55,0,0,0,0,0,55,0,0,0,0,0,0,230J TAMPINES ST 21 Singapore
3322,12,1977,1,0,0,1,0,0,110,0,0,0,110,0,0,0,0,0,0,0,0,231 ANG MO KIO AVE 3 Singapore
3323,5,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231 BAIN ST Singapore
3324,19,1990,1,1,0,1,0,0,94,0,0,0,0,0,94,0,0,0,0,0,0,231 BISHAN ST 23 Singapore
3325,13,1984,1,0,0,0,0,0,173,0,0,110,63,0,0,0,0,0,0,0,0,231 BT BATOK EAST AVE 5 Singapore
3326,4,1989,1,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,231 CHOA CHU KANG CTRL Singapore
3327,16,1997,1,0,0,1,0,0,150,0,0,0,120,30,0,0,0,0,0,0,0,231 COMPASSVALE WALK Singapore
3328,13,1983,1,0,0,1,0,0,102,0,0,0,22,80,0,0,0,0,0,0,0,231 HOUGANG ST 21 Singapore
3329,12,1981,1,0,0,0,0,0,152,0,0,128,22,0,2,0,0,0,0,0,0,231 JURONG EAST ST 21 Singapore
3330,12,1976,1,0,0,1,0,0,176,0,0,176,0,0,0,0,0,0,0,0,0,231 LOR 8 TOA PAYOH Singapore
3331,13,1992,1,0,0,0,0,0,98,0,0,0,36,62,0,0,0,0,0,0,0,231 PASIR RIS DR 4 Singapore
3332,4,1987,1,0,0,0,0,0,24,0,0,13,7,4,0,0,0,0,0,0,0,231 PENDING RD Singapore
3333,12,1984,1,0,0,0,0,0,88,0,0,0,88,0,0,0,0,0,0,0,0,231 SERANGOON AVE 3 Singapore
3334,11,1988,1,0,0,1,0,0,90,0,0,0,54,36,0,0,0,0,0,0,0,231 SIMEI ST 4 Singapore
3335,1,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231 SUMANG LANE Singapore
3336,4,1984,1,0,0,0,0,0,32,0,0,16,16,0,0,0,0,0,0,0,0,231 TAMPINES ST 21 Singapore
3337,12,1984,1,0,0,0,0,0,88,0,0,0,12,76,0,0,0,0,0,0,0,231 YISHUN ST 21 Singapore
3338,3,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231A BISHAN ST 23 Singapore
3339,4,1992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231A PASIR RIS DR 4 Singapore
3340,17,2017,1,1,0,0,0,0,90,0,0,0,60,30,0,0,0,0,0,0,0,231A SUMANG LANE Singapore
3341,17,2017,1,0,0,0,0,0,96,0,0,0,32,64,0,0,0,0,0,0,0,231B SUMANG LANE Singapore
3342,12,1977,1,1,0,0,0,0,144,0,0,122,20,1,1,0,0,0,0,0,0,232 ANG MO KIO AVE 3 Singapore
3343,25,1979,1,0,0,1,0,0,120,0,0,0,120,0,0,0,0,0,0,0,0,232 BAIN ST Singapore
3344,11,1990,1,1,0,0,0,0,75,0,0,0,68,7,0,0,0,0,0,0,0,232 BISHAN ST 22 Singapore
3345,4,1984,1,0,0,0,0,0,40,0,0,24,16,0,0,0,0,0,0,0,0,232 BT BATOK EAST AVE 5 Singapore
3346,15,1989,1,1,0,0,0,0,72,0,0,0,72,0,0,0,0,0,0,0,0,232 CHOA CHU KANG CTRL Singapore
3347,15,1997,1,1,0,1,0,0,140,0,0,0,56,84,0,0,0,0,0,0,0,232 COMPASSVALE WALK Singapore
3348,13,1983,1,1,0,0,0,0,124,0,0,0,124,0,0,0,0,0,0,0,0,232 HOUGANG AVE 1 Singapore
3349,10,1981,1,0,0,0,0,0,89,0,0,52,36,0,1,0,0,0,0,0,0,232 JURONG EAST ST 21 Singapore
3350,12,1976,1,0,0,1,0,0,174,0,0,171,0,2,0,0,0,0,0,1,0,232 LOR 8 TOA PAYOH Singapore
3351,13,1992,1,0,0,0,0,0,98,0,0,0,36,62,0,0,0,0,0,0,0,232 PASIR RIS DR 4 Singapore
3352,12,1987,1,1,0,0,0,0,110,0,0,66,44,0,0,0,0,0,0,0,0,232 PENDING RD Singapore
3353,12,1984,1,0,0,0,0,0,88,0,0,0,88,0,0,0,0,0,0,0,0,232 SERANGOON AVE 3 Singapore
3354,11,1989,1,0,0,0,0,0,90,0,0,0,54,36,0,0,0,0,0,0,0,232 SIMEI ST 4 Singapore
3355,1,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,232 SUMANG LANE Singapore
3356,12,1984,1,0,0,1,0,0,110,0,0,0,16,94,0,0,0,0,0,0,0,232 TAMPINES ST 21 Singapore
3357,12,1984,1,1,0,0,0,0,110,0,0,0,16,94,0,0,0,0,0,0,0,232 YISHUN ST 21 Singapore
3358,16,1997,1,0,0,0,0,0,90,0,0,0,0,0,90,0,0,0,0,0,0,232A SERANGOON AVE 2 Singapore
3359,17,2017,1,0,0,1,0,0,96,0,0,0,32,64,0,0,0,0,0,0,0,232A SUMANG LANE Singapore
3360,17,2017,1,0,0,1,0,0,96,0,0,0,48,48,0,0,0,0,0,0,0,232B SUMANG LANE Singapore
3361,17,2017,1,0,0,0,0,0,192,0,128,32,32,0,0,0,0,0,0,0,0,232C SUMANG LANE Singapore
3362,12,1977,1,1,0,0,0,0,142,0,0,117,20,3,2,0,0,0,0,0,0,233 ANG MO KIO AVE 3 Singapore
3363,25,1979,1,1,0,0,0,0,120,0,0,0,120,0,0,0,0,0,0,0,0,233 BAIN ST Singapore
3364,11,1990,1,0,0,1,0,0,61,0,0,0,61,0,0,0,0,0,0,0,0,233 BISHAN ST 22 Singapore
3365,12,1984,1,1,0,0,0,0,140,0,0,95,41,2,2,0,0,0,0,0,0,233 BT BATOK EAST AVE 5 Singapore
3366,15,1989,1,1,0,0,0,0,72,0,0,0,72,0,0,0,0,0,0,0,0,233 CHOA CHU KANG CTRL Singapore
3367,16,1997,1,0,0,0,0,0,90,0,0,0,15,75,0,0,0,0,0,0,0,233 COMPASSVALE WALK Singapore
3368,4,1983,1,0,0,0,0,0,28,0,0,0,8,20,0,0,0,0,0,0,0,233 HOUGANG ST 21 Singapore
3369,8,1981,1,0,0,1,0,0,84,0,0,70,14,0,0,0,0,0,0,0,0,233 JURONG EAST ST 21 Singapore
3370,12,1976,1,1,0,0,0,0,121,0,0,119,0,2,0,0,0,0,0,0,0,233 LOR 8 TOA PAYOH Singapore
3371,13,1992,1,1,0,0,0,0,120,0,0,0,24,96,0,0,0,0,0,0,0,233 PASIR RIS DR 4 Singapore
3372,13,1987,1,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,233 PENDING RD Singapore
3373,11,1984,1,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,233 SERANGOON AVE 3 Singapore
3374,11,1988,1,0,0,1,0,0,110,0,0,0,74,36,0,0,0,0,0,0,0,233 SIMEI ST 4 Singapore
3375,7,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233 SUMANG LANE Singapore
3376,12,1984,1,1,0,0,0,0,110,0,0,0,16,94,0,0,0,0,0,0,0,233 TAMPINES ST 21 Singapore
3377,4,1984,1,1,0,0,0,0,19,0,0,14,5,0,0,0,0,0,0,0,0,233 YISHUN ST 21 Singapore
3378,5,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233A COMPASSVALE WALK Singapore
3379,3,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233A LOR 8 TOA PAYOH Singapore
3380,1,1992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,233A PASIR RIS DR 4 Singapore
3381,17,2017,1,0,0,0,0,0,192,0,160,32,0,0,0,0,0,0,0,0,0,233A SUMANG LANE Singapore
3382,17,2017,1,0,0,1,0,0,96,0,0,0,48,48,0,0,0,0,0,0,0,233B SUMANG LANE Singapore
3383,17,2017,1,0,0,1,0,0,96,0,0,0,48,48,0,0,0,0,0,0,0,233C SUMANG LANE Singapore
3384,12,1976,1,0,0,0,0,0,88,0,0,0,55,33,0,0,0,0,0,0,0,234 ANG MO KIO AVE 3 Singapore
3385,13,1990,1,1,0,0,0,0,52,0,0,0,43,9,0,0,0,0,0,0,0,234 BISHAN ST 22 Singapore
3386,4,1984,1,0,0,0,0,0,24,0,0,16,8,0,0,0,0,0,0,0,0,234 BT BATOK EAST AVE 5 Singapore
3387,12,1988,1,0,0,0,0,0,84,0,0,0,46,38,0,0,0,0,0,0,0,234 BT PANJANG RING RD Singapore
3388,12,1988,1,0,0,1,0,0,110,0,0,0,70,40,0,0,0,0,0,0,0,234 CHOA CHU KANG CTRL Singapore
3389,15,1997,1,0,0,0,0,0,84,0,0,0,56,28,0,0,0,0,0,0,0,234 COMPASSVALE WALK Singapore
3390,13,1984,1,0,0,1,0,0,90,0,0,0,48,42,0,0,0,0,0,0,0,234 HOUGANG AVE 1 Singapore
3391,12,1981,1,1,0,0,0,0,88,0,0,0,12,76,0,0,0,0,0,0,0,234 JURONG EAST ST 21 Singapore
3392,12,1976,1,1,0,0,0,0,117,0,0,114,0,3,0,0,0,0,0,0,0,234 LOR 8 TOA PAYOH Singapore
3393,13,1992,1,0,0,1,0,0,120,0,0,0,48,72,0,0,0,0,0,0,0,234 PASIR RIS DR 4 Singapore
3394,12,1984,1,0,0,0,0,0,88,0,0,0,88,0,0,0,0,0,0,0,0,234 SERANGOON AVE 3 Singapore
3395,11,1987,1,0,0,0,0,0,80,0,0,0,44,36,0,0,0,0,0,0,0,234 SIMEI ST 4 Singapore
3396,1,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,234 SUMANG LANE Singapore
3397,12,1984,1,0,0,0,0,0,132,0,0,66,66,0,0,0,0,0,0,0,0,234 TAMPINES ST 21 Singapore
3398,12,1984,1,0,0,1,0,0,117,0,0,53,45,19,0,0,0,0,0,0,0,234 YISHUN ST 21 Singapore
3399,5,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234A BT PANJANG RING RD Singapore
3400,17,2017,1,0,0,0,0,0,112,0,32,48,32,0,0,0,0,0,0,0,0,234A SUMANG LANE Singapore
3401,16,1997,1,0,0,0,0,0,90,0,0,0,0,0,90,0,0,0,0,0,0,234A SERANGOON AVE 2 Singapore
3402,17,2017,1,0,0,0,0,0,96,0,0,0,48,48,0,0,0,0,0,0,0,234B SUMANG LANE Singapore
3403,12,1976,1,0,0,1,0,0,153,0,0,130,22,1,0,0,0,0,0,0,0,235 ANG MO KIO AVE 3 Singapore
3404,10,1990,1,1,0,0,0,0,63,0,0,0,45,18,0,0,0,0,0,0,0,235 BISHAN ST 22 Singapore
3405,12,1984,1,0,0,1,0,0,179,0,0,108,69,2,0,0,0,0,0,0,0,235 BT BATOK EAST AVE 5 Singapore
3406,13,1988,1,0,0,1,0,0,116,0,0,0,96,20,0,0,0,0,0,0,0,235 BT PANJANG RING RD Singapore
3407,19,1990,1,1,0,0,0,0,64,0,0,0,0,0,64,0,0,0,0,0,0,235 CHOA CHU KANG CTRL Singapore
3408,15,1997,1,0,0,0,0,0,84,0,0,0,56,28,0,0,0,0,0,0,0,235 COMPASSVALE WALK Singapore
3409,4,1983,1,0,0,0,0,0,28,0,0,0,0,0,28,0,0,0,0,0,0,235 HOUGANG ST 21 Singapore
3410,4,1981,1,1,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,235 JURONG EAST ST 21 Singapore
3411,12,1975,1,0,0,1,0,0,129,0,0,126,0,3,0,0,0,0,0,0,0,235 LOR 8 TOA PAYOH Singapore
3412,13,1992,1,0,0,0,0,0,48,0,0,0,0,0,48,0,0,0,0,0,0,235 PASIR RIS ST 21 Singapore
3413,12,1984,1,0,0,1,0,0,88,0,0,0,88,0,0,0,0,0,0,0,0,235 SERANGOON AVE 3 Singapore
3414,4,1987,1,0,0,0,0,0,14,0,0,0,9,5,0,0,0,0,0,0,0,235 SIMEI ST 4 Singapore
3415,12,1984,1,0,0,0,0,0,132,0,0,66,66,0,0,0,0,0,0,0,0,235 TAMPINES ST 21 Singapore
3416,10,1984,1,1,0,1,0,0,84,0,0,39,32,13,0,0,0,0,0,0,0,235 YISHUN ST 21 Singapore
3417,4,1992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235A PASIR RIS ST 21 Singapore
3418,16,1990,1,1,0,1,0,0,100,0,0,0,80,20,0,0,0,0,0,0,0,236 BISHAN ST 22 Singapore
3419,10,1984,1,1,0,0,0,0,108,0,0,0,20,88,0,0,0,0,0,0,0,236 BT BATOK EAST AVE 5 Singapore
3420,12,1987,1,0,0,1,0,0,110,0,0,0,110,0,0,0,0,0,0,0,0,236 BT PANJANG RING RD Singapore
3421,12,1988,1,0,0,0,0,0,88,0,0,0,48,40,0,0,0,0,0,0,0,236 CHOA CHU KANG CTRL Singapore
3422,16,1997,1,0,0,0,0,0,120,0,0,0,60,60,0,0,0,0,0,0,0,236 COMPASSVALE WALK Singapore
3423,13,1983,1,0,0,0,0,0,96,0,0,0,96,0,0,0,0,0,0,0,0,236 HOUGANG AVE 1 Singapore
3424,9,1981,1,0,0,1,0,0,96,0,0,0,96,0,0,0,0,0,0,0,0,236 JURONG EAST ST 21 Singapore
3425,9,1986,1,0,0,1,0,0,76,0,0,0,0,0,76,0,0,0,0,0,0,236 LOR 1 TOA PAYOH Singapore
3426,13,1992,1,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,236 PASIR RIS ST 21 Singapore
3427,11,1984,1,0,0,1,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,236 SERANGOON AVE 3 Singapore
3428,12,1984,1,0,0,0,0,0,132,0,0,66,66,0,0,0,0,0,0,0,0,236 TAMPINES ST 21 Singapore
3429,10,1984,1,1,0,0,0,0,84,0,0,39,32,13,0,0,0,0,0,0,0,236 YISHUN RING RD Singapore
3430,5,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236A COMPASSVALE WALK Singapore
